trdmn	mkt_rf	smb	hml	umd	rmw	cma	rf	smb_equal	hml_equal	umd_equal	rmw_equal	cma_equal
2020-09	-0.064277707	-0.004457172	0.0065833909	-0.014160549	0.0221966252	-0.010746351	0.001241	0.0159911766	0.0048469454	-0.026064505	-0.000800977	0.0133670871
2020-10	0.0102345079	0.0021811239	-0.019739738	0.0171332485	0.0320013459	-0.024571485	0.001241	0.0257928866	-0.013418438	0.0139398266	0.01358439	0.0020359621
2020-11	0.0351038033	-0.022022808	0.0715229944	-0.051663293	-0.026601295	0.023206727	0.001241	-0.006831612	0.0609897942	-0.064046403	-0.009881143	0.0081389942
2020-12	0.0412595468	-0.086207281	-0.04013884	0.1680985259	0.0872510244	-0.115427766	0.001241	-0.047722167	0.0063838324	0.0759038213	0.033322636	-0.022650741
2021-01	-0.00118862	-0.092957544	-0.038728622	0.088803998	0.0952851084	-0.073334527	0.001241	-0.047566064	-0.018400438	0.0507546307	0.0522375107	-0.031537063
2021-02	0.0002778994	0.0336172431	0.0534968299	-0.062080496	-0.036409553	0.048382854	0.001241	0.0233954044	0.0348958988	-0.035773664	-0.01364095	0.020791137
2021-03	-0.02972557	0.0589591578	0.0486283085	-0.041240857	-0.03895858	0.0611248768	0.001241	0.0307526322	0.0482305263	-0.030380354	-0.018229158	0.0226170514
2021-04	0.0254397189	-0.020386367	-0.017006199	0.0681237399	0.0229806301	-0.023883904	0.001241	-0.013250543	0.0011529873	0.033853335	0.0078810802	-0.003680983
2021-05	0.0475638259	0.0282344178	-0.009245693	0.0034174755	-0.021407837	0.0027810508	0.001241	0.0168578438	-0.007590883	0.0032416858	-0.033119276	0.0241192419
2021-06	0.0141943277	0.0237834808	-0.025558183	-0.002416062	-0.014071924	0.0105787734	0.001241	0.0160464659	-0.041447378	0.0012285473	-0.01298246	0.010211607
2021-07	-0.031170398	0.0248697821	-0.002871655	0.0370019197	-0.081309437	0.0212204611	0.001241	-0.001735456	-0.02673493	0.0811240016	-0.004280986	-0.021938144
2021-08	0.0365126661	0.0109871939	0.1020499906	0.0495505348	-0.080117889	0.1016057577	0.001241	0.0009538332	0.0819778381	0.0601914109	-0.030218444	0.030521079
2021-09	0.0009534261	-0.019017641	0.0404807172	-0.092649199	0.0554241824	-0.004243037	0.001241	-0.00365261	0.0437223146	-0.061345558	0.0013971976	0.0046136552
2021-10	-0.004021995	-0.009166946	-0.076782017	0.0121280807	0.0152639141	-0.066365142	0.001241	-0.006172819	-0.055650596	0.0027503444	0.0142780709	-0.026326214
2021-11	0.0252502581	0.0942839771	-0.036446466	-0.049716715	-0.025707104	-0.000403504	0.001241	0.0429777898	-0.044595564	-0.03228776	0.0061769654	-0.012759121
2021-12	0.0088840681	-0.011053675	0.0246726362	-0.010677291	0.0000847278	0.0124492779	0.001241	0.0005953051	0.0201695967	-0.013397748	-0.007099273	0.0065236642
